Customer_ID,Campaign,Emails_Sent,Emails_Opened,Clicked_Through,Made_Purchase,Number_of_Orders,Total_Revenue,Customer_Segment,Previous_30day_Orders
C002709,A,4,0,0,0,0,0.0,New,0
C002710,A,4,0,0,0,0,0.0,Regular,1
C002711,A,4,3,0,0,0,0.0,VIP,2
C002712,A,4,1,1,1,3,235.41,VIP,2
C002713,A,4,0,0,0,0,0.0,VIP,2
C002714,A,4,1,0,0,0,0.0,Regular,1
C002715,A,4,1,0,0,0,0.0,Regular,2
C002716,A,4,2,0,0,0,0.0,VIP,1
C002717,A,4,0,0,0,0,0.0,Regular,0
C002718,A,4,0,0,0,0,0.0,VIP,1
C002719,A,4,3,0,0,0,0.0,Regular,2
C002720,A,4,0,0,0,0,0.0,New,0
C002721,A,4,1,0,0,0,0.0,Regular,4
C002722,A,4,2,0,0,0,0.0,Regular,2
C002723,A,4,1,0,0,0,0.0,New,4
C002724,A,4,1,0,0,0,0.0,VIP,3
C002725,A,4,1,0,0,0,0.0,Regular,0
C002726,A,4,1,0,0,0,0.0,Regular,0
C002727,A,4,2,1,0,0,0.0,Regular,5
C002728,A,4,3,0,0,0,0.0,Regular,0
C002729,A,4,0,0,0,0,0.0,VIP,0
C002730,A,4,0,0,0,0,0.0,VIP,0
C002731,A,4,2,0,0,0,0.0,New,0
C002732,A,4,1,0,0,0,0.0,New,1
C002733,A,4,2,0,0,0,0.0,New,0
C002734,A,4,0,0,0,0,0.0,Regular,2
C002735,A,4,1,0,0,0,0.0,Regular,1
C002736,A,4,2,1,1,3,295.16,VIP,3
C002737,A,4,0,0,0,0,0.0,VIP,0
C002738,A,4,1,0,0,0,0.0,New,4
C002739,A,4,0,0,0,0,0.0,New,1
C002740,A,4,1,0,0,0,0.0,Regular,2
C002741,A,4,3,1,0,0,0.0,Regular,1
C002742,A,4,1,0,0,0,0.0,Regular,3
C002743,A,4,2,0,0,0,0.0,Regular,1
C002744,A,4,0,0,0,0,0.0,Regular,2
C002745,A,4,1,0,0,0,0.0,New,0
C002746,A,4,3,0,0,0,0.0,VIP,1
C002747,A,4,0,0,0,0,0.0,VIP,1
C002748,A,4,0,0,0,0,0.0,New,0
C002749,A,4,1,0,0,0,0.0,VIP,1
C002750,A,4,0,0,0,0,0.0,VIP,0
C002751,A,4,2,0,0,0,0.0,Regular,4
C002752,A,4,2,0,0,0,0.0,New,2
C002753,A,4,1,0,0,0,0.0,Regular,2
C002754,A,4,0,0,0,0,0.0,Regular,2
C002755,A,4,1,1,0,0,0.0,VIP,1
C002756,A,4,2,0,0,0,0.0,VIP,0
C002757,A,4,0,0,0,0,0.0,Regular,2
C002758,A,4,1,0,0,0,0.0,Regular,1
C002759,A,4,1,0,0,0,0.0,New,1
C002760,A,4,1,0,0,0,0.0,Regular,5
C002761,A,4,0,0,0,0,0.0,New,2
C002762,A,4,2,0,0,0,0.0,Regular,0
C002763,A,4,0,0,0,0,0.0,Regular,0
C002764,A,4,0,0,0,0,0.0,Regular,5
C002765,A,4,2,1,0,0,0.0,New,2
C002766,A,4,2,1,0,0,0.0,Regular,0
C002767,A,4,0,0,0,0,0.0,New,1
C002768,A,4,1,0,0,0,0.0,VIP,2
C002769,A,4,1,0,0,0,0.0,VIP,2
C002770,A,4,1,0,0,0,0.0,Regular,2
C002771,A,4,0,0,0,0,0.0,Regular,1
C002772,A,4,0,0,0,0,0.0,New,2
C002773,A,4,1,0,0,0,0.0,VIP,2
C002774,A,4,2,1,1,4,649.54,VIP,1
C002775,A,4,1,0,0,0,0.0,Regular,2
C002776,A,4,1,0,0,0,0.0,Regular,1
C002777,A,4,0,0,0,0,0.0,Regular,4
C002778,A,4,3,0,0,0,0.0,Regular,0
C002779,A,4,2,0,0,0,0.0,New,2
C002780,A,4,2,1,0,0,0.0,VIP,1
C002781,A,4,2,0,0,0,0.0,Regular,4
C002782,A,4,3,0,0,0,0.0,Regular,2
C002783,A,4,1,0,0,0,0.0,New,5
C002784,A,4,0,0,0,0,0.0,Regular,3
C002785,A,4,1,0,0,0,0.0,New,3
C002786,A,4,2,0,0,0,0.0,VIP,1
C002787,A,4,1,0,0,0,0.0,New,1
C002788,A,4,1,0,0,0,0.0,Regular,3
C002789,A,4,0,0,0,0,0.0,Regular,2
C002790,A,4,1,0,0,0,0.0,Regular,1
C002791,A,4,2,0,0,0,0.0,Regular,3
C002792,A,4,1,0,0,0,0.0,Regular,1
C002793,A,4,1,0,0,0,0.0,Regular,2
C002794,A,4,1,0,0,0,0.0,Regular,2
C002795,A,4,1,0,0,0,0.0,Regular,0
C002796,A,4,2,0,0,0,0.0,Regular,2
C002797,A,4,1,0,0,0,0.0,New,1
C002798,A,4,2,1,0,0,0.0,VIP,0
C002799,A,4,1,0,0,0,0.0,New,2
C002800,A,4,2,0,0,0,0.0,VIP,2
C002801,A,4,0,0,0,0,0.0,Regular,3
C002802,A,4,1,0,0,0,0.0,New,3
C002803,A,4,1,0,0,0,0.0,Regular,0
C002804,A,4,1,1,0,0,0.0,New,0
C002805,A,4,1,0,0,0,0.0,Regular,2
C002806,A,4,3,1,1,1,75.42,Regular,1
C002807,A,4,0,0,0,0,0.0,Regular,1
C002808,A,4,1,1,0,0,0.0,VIP,3
C002809,A,4,1,0,0,0,0.0,Regular,1
C002810,A,4,0,0,0,0,0.0,New,1
C002811,A,4,1,0,0,0,0.0,Regular,0
C002812,A,4,3,0,0,0,0.0,VIP,2
C002813,A,4,0,0,0,0,0.0,New,3
C002814,A,4,2,0,0,0,0.0,Regular,2
C002815,A,4,1,0,0,0,0.0,New,5
C002816,A,4,1,0,0,0,0.0,Regular,4
C002817,A,4,0,0,1,1,49.53,Regular,3
C002818,A,4,0,0,0,0,0.0,New,0
C002819,A,4,0,0,0,0,0.0,VIP,2
C002820,A,4,0,0,0,0,0.0,VIP,1
C002821,A,4,0,0,0,0,0.0,Regular,1
C002822,A,4,1,0,0,0,0.0,New,1
C002823,A,4,2,1,0,0,0.0,Regular,2
C002824,A,4,2,0,0,0,0.0,New,4
C002825,A,4,1,0,0,0,0.0,Regular,0
C002826,A,4,0,0,0,0,0.0,Regular,0
C002827,A,4,1,0,0,0,0.0,VIP,2
C002828,A,4,0,0,0,0,0.0,New,2
C002829,A,4,0,0,0,0,0.0,New,4
C002830,A,4,1,0,0,0,0.0,Regular,2
C002831,A,4,1,0,0,0,0.0,Regular,2
C002832,A,4,0,0,0,0,0.0,New,3
C002833,A,4,1,0,0,0,0.0,Regular,3
C002834,A,4,2,0,0,0,0.0,VIP,3
C002835,A,4,2,1,0,0,0.0,Regular,4
C002836,A,4,1,0,1,1,62.09,Regular,4
C002837,A,4,1,1,0,0,0.0,Regular,1
C002838,A,4,3,0,0,0,0.0,Regular,1
C002839,A,4,2,0,0,0,0.0,New,0
C002840,A,4,0,0,0,0,0.0,New,1
C002841,A,4,1,0,0,0,0.0,VIP,2
C002842,A,4,1,0,0,0,0.0,Regular,2
C002843,A,4,1,1,1,1,44.55,New,2
C002844,A,4,0,0,0,0,0.0,New,3
C002845,A,4,2,0,0,0,0.0,New,2
C002846,A,4,1,0,0,0,0.0,Regular,1
C002847,A,4,2,0,0,0,0.0,VIP,0
C002848,A,4,2,0,0,0,0.0,VIP,0
C002849,A,4,2,0,0,0,0.0,Regular,3
C002850,A,4,1,0,0,0,0.0,VIP,1
C002851,A,4,1,1,0,0,0.0,Regular,0
C002852,A,4,0,0,1,2,130.49,Regular,5
C002853,A,4,2,1,0,0,0.0,Regular,0
C002854,A,4,0,0,0,0,0.0,Regular,0
C002855,A,4,0,0,0,0,0.0,Regular,2
C002856,A,4,0,0,0,0,0.0,Regular,0
C002857,A,4,0,0,0,0,0.0,New,1
C002858,A,4,1,0,0,0,0.0,New,4
C002859,A,4,2,0,0,0,0.0,Regular,2
C002860,A,4,1,1,1,1,95.7,Regular,1
C002861,A,4,0,0,0,0,0.0,VIP,0
C002862,A,4,0,0,0,0,0.0,VIP,1
C002863,A,4,0,0,0,0,0.0,Regular,2
C002864,A,4,0,0,0,0,0.0,Regular,1
C002865,A,4,2,0,0,0,0.0,New,2
C002866,A,4,0,0,1,1,69.41,Regular,3
C002867,A,4,1,0,0,0,0.0,VIP,4
C002868,A,4,1,0,0,0,0.0,Regular,0
C002869,A,4,1,0,0,0,0.0,New,3
C002870,A,4,0,0,0,0,0.0,New,2
C002871,A,4,0,0,0,0,0.0,New,2
C002872,A,4,1,0,0,0,0.0,Regular,0
C002873,A,4,0,0,0,0,0.0,Regular,4
C002874,A,4,0,0,0,0,0.0,Regular,3
C002875,A,4,3,1,0,0,0.0,Regular,1
C002876,A,4,1,1,0,0,0.0,Regular,2
C002877,A,4,1,0,0,0,0.0,New,3
C002878,A,4,1,0,0,0,0.0,Regular,4
C002879,A,4,1,0,0,0,0.0,Regular,2
C002880,A,4,1,0,0,0,0.0,VIP,2
C002881,A,4,2,0,0,0,0.0,VIP,0
C002882,A,4,2,0,0,0,0.0,Regular,0
C002883,A,4,0,0,0,0,0.0,New,0
C002884,A,4,1,0,0,0,0.0,Regular,4
C002885,A,4,1,0,0,0,0.0,Regular,0
C002886,A,4,2,0,0,0,0.0,VIP,0
C002887,A,4,1,0,0,0,0.0,New,2
C002888,A,4,1,1,1,1,79.24,Regular,0
C002889,A,4,0,0,0,0,0.0,VIP,1
C002890,A,4,1,0,1,3,234.86,Regular,4
C002891,A,4,0,0,0,0,0.0,New,1
C002892,A,4,2,1,0,0,0.0,Regular,1
C002893,A,4,0,0,0,0,0.0,New,2
C002894,A,4,1,0,0,0,0.0,VIP,3
C002895,A,4,3,1,1,5,501.32,VIP,3
C002896,A,4,0,0,0,0,0.0,New,1
C002897,A,4,1,0,0,0,0.0,Regular,0
C002898,A,4,1,0,0,0,0.0,Regular,3
C002899,A,4,0,0,0,0,0.0,Regular,3
C002900,A,4,2,0,0,0,0.0,VIP,3
C002901,A,4,0,0,0,0,0.0,New,1
C002902,A,4,1,1,0,0,0.0,Regular,3
C002903,A,4,1,0,0,0,0.0,Regular,1
C002904,A,4,1,0,0,0,0.0,Regular,2
C002905,A,4,2,0,0,0,0.0,Regular,4
C002906,A,4,0,0,1,1,109.89,Regular,0
C002907,A,4,2,0,0,0,0.0,VIP,3
C002908,A,4,2,0,0,0,0.0,Regular,2
C002909,A,4,1,1,0,0,0.0,New,1
C002910,A,4,1,0,0,0,0.0,Regular,1
C002911,A,4,2,0,0,0,0.0,Regular,1
C002912,A,4,1,0,0,0,0.0,Regular,2
C002913,A,4,0,0,0,0,0.0,Regular,3
C002914,A,4,2,0,0,0,0.0,Regular,4
C002915,A,4,2,1,1,1,66.98,New,0
C002916,A,4,1,0,0,0,0.0,Regular,2
C002917,A,4,0,0,0,0,0.0,New,5
C002918,A,4,1,0,0,0,0.0,VIP,4
C002919,A,4,2,0,0,0,0.0,New,3
C002920,A,4,2,0,0,0,0.0,Regular,2
C002921,A,4,0,0,0,0,0.0,Regular,3
C002922,A,4,0,0,0,0,0.0,New,0
C002923,A,4,2,0,0,0,0.0,Regular,3
C002924,A,4,1,0,0,0,0.0,Regular,3
C002925,A,4,1,0,0,0,0.0,Regular,2
C002926,A,4,3,0,0,0,0.0,New,1
C002927,A,4,0,0,0,0,0.0,Regular,4
C002928,A,4,1,0,0,0,0.0,New,1
C002929,A,4,0,0,0,0,0.0,Regular,1
C002930,A,4,1,0,0,0,0.0,Regular,0
C002931,A,4,2,0,0,0,0.0,Regular,4
C002932,A,4,1,0,0,0,0.0,Regular,2
C002933,A,4,4,0,0,0,0.0,VIP,1
C002934,A,4,1,0,0,0,0.0,Regular,2
C002935,A,4,1,0,0,0,0.0,Regular,0
C002936,A,4,0,0,1,2,119.83,Regular,1
C002937,A,4,0,0,0,0,0.0,New,4
C002938,A,4,0,0,0,0,0.0,New,2
C002939,A,4,1,1,0,0,0.0,New,0
C002940,A,4,2,0,0,0,0.0,VIP,0
C002941,A,4,1,0,0,0,0.0,Regular,4
C002942,A,4,2,1,0,0,0.0,VIP,1
C002943,A,4,0,0,0,0,0.0,Regular,2
C002944,A,4,1,0,0,0,0.0,VIP,2
C002945,A,4,1,1,0,0,0.0,New,0
C002946,A,4,1,0,0,0,0.0,Regular,4
C002947,A,4,0,0,0,0,0.0,VIP,2
C002948,A,4,2,0,0,0,0.0,Regular,1
C002949,A,4,2,0,0,0,0.0,Regular,2
C002950,A,4,1,0,0,0,0.0,VIP,3
C002951,A,4,0,0,0,0,0.0,Regular,4
C002952,A,4,1,0,0,0,0.0,New,4
C002953,A,4,1,0,0,0,0.0,New,2
C002954,A,4,1,0,0,0,0.0,New,2
C002955,A,4,1,0,0,0,0.0,New,2
C002956,A,4,2,1,1,4,332.91,VIP,1
C002957,A,4,1,0,0,0,0.0,Regular,1
C002958,A,4,0,0,0,0,0.0,New,2
C002959,A,4,1,0,0,0,0.0,Regular,1
C002960,A,4,1,1,0,0,0.0,New,1
C002961,A,4,2,0,0,0,0.0,Regular,1
C002962,A,4,0,0,0,0,0.0,New,0
C002963,A,4,1,0,0,0,0.0,VIP,0
C002964,A,4,2,0,0,0,0.0,New,1
C002965,A,4,1,0,0,0,0.0,New,0
C002966,A,4,2,0,1,2,191.66,Regular,0
C002967,A,4,1,0,0,0,0.0,Regular,2
C002968,A,4,2,0,0,0,0.0,Regular,1
C002969,A,4,1,1,0,0,0.0,New,3
C002970,A,4,2,0,0,0,0.0,VIP,0
C002971,A,4,0,0,0,0,0.0,Regular,1
C002972,A,4,1,0,0,0,0.0,New,3
C002973,A,4,2,0,0,0,0.0,Regular,0
C002974,A,4,1,1,0,0,0.0,Regular,2
C002975,A,4,0,0,0,0,0.0,New,1
C002976,A,4,1,1,0,0,0.0,VIP,1
C002977,A,4,0,0,0,0,0.0,New,1
C002978,A,4,0,0,0,0,0.0,Regular,0
C002979,A,4,1,0,0,0,0.0,VIP,0
C002980,A,4,2,0,0,0,0.0,New,5
C002981,A,4,1,0,0,0,0.0,New,3
C002982,A,4,0,0,0,0,0.0,New,2
C002983,A,4,0,0,0,0,0.0,VIP,2
C002984,A,4,2,0,0,0,0.0,VIP,2
C002985,A,4,1,0,0,0,0.0,VIP,1
C002986,A,4,2,0,0,0,0.0,Regular,1
C002987,A,4,1,0,0,0,0.0,Regular,5
C002988,A,4,2,0,0,0,0.0,New,1
C002989,A,4,1,0,0,0,0.0,Regular,0
C002990,A,4,2,0,0,0,0.0,Regular,0
C002991,A,4,0,0,0,0,0.0,New,2
C002992,A,4,3,0,0,0,0.0,VIP,0
C002993,A,4,1,0,0,0,0.0,Regular,5
C002994,A,4,1,0,1,3,341.5,Regular,1
C002995,A,4,0,0,0,0,0.0,New,4
C002996,A,4,0,0,0,0,0.0,Regular,2
C002997,A,4,2,0,0,0,0.0,Regular,1
C002998,A,4,0,0,1,3,163.44,Regular,0
C002999,A,4,1,0,0,0,0.0,New,0
C003000,A,4,2,0,0,0,0.0,New,4
C003001,A,4,1,1,0,0,0.0,New,1
C003002,A,4,2,0,0,0,0.0,Regular,0
C003003,A,4,0,0,0,0,0.0,New,2
C003004,A,4,0,0,0,0,0.0,New,0
C003005,A,4,2,0,0,0,0.0,VIP,1
C003006,A,4,1,0,0,0,0.0,Regular,3
C003007,A,4,1,1,0,0,0.0,Regular,3
C003008,A,4,0,0,0,0,0.0,Regular,2
C003009,A,4,0,0,0,0,0.0,New,0
C003010,A,4,0,0,0,0,0.0,Regular,1
C003011,A,4,2,1,0,0,0.0,Regular,1
C003012,A,4,0,0,0,0,0.0,New,0
C003013,A,4,1,0,0,0,0.0,Regular,4
C003014,A,4,0,0,0,0,0.0,VIP,1
C003015,A,4,1,0,0,0,0.0,Regular,1
C003016,A,4,0,0,0,0,0.0,New,1
C003017,A,4,2,0,0,0,0.0,Regular,0
C003018,A,4,3,0,0,0,0.0,VIP,1
C003019,A,4,1,0,0,0,0.0,Regular,4
C003020,A,4,2,0,1,3,292.07,Regular,2
C003021,A,4,4,0,0,0,0.0,Regular,0
C003022,A,4,2,0,0,0,0.0,Regular,2
C003023,A,4,2,0,1,4,526.93,VIP,2
C003024,A,4,0,0,0,0,0.0,VIP,2
C003025,A,4,0,0,0,0,0.0,VIP,0
C003026,A,4,4,0,0,0,0.0,Regular,1
C003027,A,4,1,0,0,0,0.0,VIP,1
C003028,A,4,2,0,0,0,0.0,Regular,0
C003029,A,4,2,0,0,0,0.0,Regular,0
C003030,A,4,2,0,0,0,0.0,Regular,1
C003031,A,4,4,0,1,2,163.22,VIP,2
C003032,A,4,0,0,0,0,0.0,Regular,2
C003033,A,4,0,0,0,0,0.0,New,2
C003034,A,4,1,0,0,0,0.0,New,1
C003035,A,4,0,0,0,0,0.0,VIP,0
C003036,A,4,0,0,0,0,0.0,New,0
C003037,A,4,1,0,0,0,0.0,VIP,2
C003038,A,4,2,0,0,0,0.0,VIP,1
C003039,A,4,1,0,0,0,0.0,New,1
C003040,A,4,1,1,1,2,121.95,Regular,0
C003041,A,4,0,0,0,0,0.0,Regular,0
C003042,A,4,2,1,0,0,0.0,Regular,5
C003043,A,4,1,0,0,0,0.0,Regular,1
C003044,A,4,2,0,0,0,0.0,Regular,5
C003045,A,4,0,0,0,0,0.0,VIP,2
C003046,A,4,2,1,0,0,0.0,Regular,1
C003047,A,4,1,0,0,0,0.0,New,2
C003048,A,4,2,1,0,0,0.0,VIP,3
C003049,A,4,1,0,0,0,0.0,New,1
C003050,A,4,2,0,0,0,0.0,Regular,1
C003051,A,4,1,0,0,0,0.0,New,3
C003052,A,4,1,0,0,0,0.0,New,3
C003053,A,4,3,0,0,0,0.0,Regular,1
C003054,A,4,2,1,0,0,0.0,Regular,4
C003055,A,4,1,0,0,0,0.0,VIP,4
C003056,A,4,2,0,0,0,0.0,Regular,0
C003057,A,4,1,0,0,0,0.0,Regular,1
C003058,A,4,0,0,0,0,0.0,New,1
C003059,A,4,1,0,0,0,0.0,Regular,0
C003060,A,4,2,1,0,0,0.0,Regular,0
C003061,A,4,2,0,0,0,0.0,New,0
C003062,A,4,1,0,0,0,0.0,Regular,4
C003063,A,4,1,0,0,0,0.0,VIP,0
C003064,A,4,0,0,0,0,0.0,Regular,0
C003065,A,4,3,0,0,0,0.0,New,0
C003066,A,4,3,0,0,0,0.0,Regular,3
C003067,A,4,1,0,0,0,0.0,Regular,2
C003068,A,4,2,0,0,0,0.0,Regular,2
C003069,A,4,2,0,0,0,0.0,VIP,0
C003070,A,4,1,1,0,0,0.0,New,4
C003071,A,4,0,0,0,0,0.0,Regular,1
C003072,A,4,1,0,0,0,0.0,VIP,0
C003073,A,4,1,0,0,0,0.0,New,5
C003074,A,4,1,0,0,0,0.0,Regular,3
C003075,A,4,1,0,0,0,0.0,Regular,1
C003076,A,4,3,0,0,0,0.0,Regular,4
C003077,A,4,0,0,0,0,0.0,VIP,1
C003078,A,4,1,1,0,0,0.0,Regular,3
C003079,A,4,2,0,0,0,0.0,Regular,5
C003080,A,4,1,0,0,0,0.0,New,1
C003081,A,4,2,0,0,0,0.0,VIP,1
C003082,A,4,1,0,0,0,0.0,VIP,0
C003083,A,4,0,0,0,0,0.0,Regular,2
C003084,A,4,1,0,0,0,0.0,New,1
C003085,A,4,1,0,0,0,0.0,Regular,3
C003086,A,4,1,0,0,0,0.0,VIP,2
C003087,A,4,2,0,0,0,0.0,VIP,1
C003088,A,4,1,0,0,0,0.0,New,3
C003089,A,4,1,1,0,0,0.0,Regular,2
C003090,A,4,2,0,0,0,0.0,VIP,1
C003091,A,4,0,0,0,0,0.0,New,2
C003092,A,4,0,0,0,0,0.0,New,0
C003093,A,4,2,0,1,2,197.68,Regular,2
C003094,A,4,1,0,0,0,0.0,Regular,4
C003095,A,4,2,0,0,0,0.0,Regular,0
C003096,A,4,2,0,1,5,477.47,VIP,2
C003097,A,4,1,0,0,0,0.0,Regular,1
C003098,A,4,0,0,0,0,0.0,New,1
C003099,A,4,1,0,0,0,0.0,Regular,1
C003100,A,4,1,0,0,0,0.0,Regular,3
C003101,A,4,3,0,0,0,0.0,VIP,2
C003102,A,4,1,1,1,1,146.24,Regular,2
C003103,A,4,1,1,0,0,0.0,Regular,2
C003104,A,4,0,0,0,0,0.0,New,3
C003105,A,4,0,0,0,0,0.0,New,2
C003106,A,4,0,0,0,0,0.0,Regular,0
C003107,A,4,1,0,0,0,0.0,New,0
C003108,A,4,0,0,1,3,429.87,VIP,1
C003109,A,4,3,0,0,0,0.0,VIP,2
C003110,A,4,1,0,0,0,0.0,Regular,3
C003111,A,4,1,0,0,0,0.0,VIP,2
C003112,A,4,2,0,0,0,0.0,New,0
C003113,A,4,2,0,0,0,0.0,New,2
C003114,A,4,1,1,0,0,0.0,VIP,1
C003115,A,4,2,0,0,0,0.0,Regular,4
C003116,A,4,0,0,0,0,0.0,New,4
C003117,A,4,2,0,0,0,0.0,Regular,1
C003118,A,4,4,0,0,0,0.0,Regular,5
C003119,A,4,0,0,0,0,0.0,Regular,0
C003120,A,4,2,0,0,0,0.0,New,0
C003121,A,4,1,0,0,0,0.0,New,2
C003122,A,4,3,0,0,0,0.0,New,2
C003123,A,4,1,0,0,0,0.0,New,4
C003124,A,4,2,1,0,0,0.0,Regular,1
C003125,A,4,0,0,0,0,0.0,Regular,0
C003126,A,4,1,0,0,0,0.0,Regular,0
C003127,A,4,0,0,0,0,0.0,Regular,3
C003128,A,4,3,0,0,0,0.0,Regular,5
C003129,A,4,2,1,0,0,0.0,Regular,0
C003130,A,4,2,1,0,0,0.0,New,0
C003131,A,4,3,0,0,0,0.0,Regular,0
C003132,A,4,0,0,0,0,0.0,VIP,0
C003133,A,4,1,0,0,0,0.0,Regular,0
C003134,A,4,0,0,0,0,0.0,VIP,2
C003135,A,4,0,0,0,0,0.0,Regular,1
C003136,A,4,0,0,0,0,0.0,Regular,3
C003137,A,4,1,0,0,0,0.0,Regular,0
C003138,A,4,1,0,0,0,0.0,VIP,2
C003139,A,4,0,0,0,0,0.0,VIP,2
C003140,A,4,0,0,0,0,0.0,VIP,0
C003141,A,4,0,0,0,0,0.0,New,0
C003142,A,4,3,0,0,0,0.0,New,0
C003143,A,4,2,0,0,0,0.0,Regular,0
C003144,A,4,3,0,0,0,0.0,Regular,5
C003145,A,4,1,0,0,0,0.0,Regular,1
C003146,A,4,1,0,0,0,0.0,VIP,1
C003147,A,4,2,0,0,0,0.0,VIP,1
C003148,A,4,0,0,0,0,0.0,New,2
C003149,A,4,1,0,1,4,506.13,VIP,2
C003150,A,4,0,0,0,0,0.0,Regular,4
C003151,A,4,0,0,0,0,0.0,Regular,2
C003152,A,4,0,0,0,0,0.0,Regular,5
C003153,A,4,1,0,0,0,0.0,VIP,2
C003154,A,4,2,0,0,0,0.0,VIP,2
C003155,A,4,0,0,0,0,0.0,Regular,2
C003156,A,4,1,0,0,0,0.0,VIP,1
C003157,A,4,2,0,0,0,0.0,Regular,2
C003158,A,4,0,0,0,0,0.0,VIP,0
C003159,A,4,0,0,0,0,0.0,New,1
C003160,A,4,2,0,0,0,0.0,VIP,1
C003161,A,4,0,0,0,0,0.0,New,0
C003162,A,4,0,0,0,0,0.0,Regular,0
C003163,A,4,1,0,0,0,0.0,New,2
C003164,A,4,1,0,0,0,0.0,Regular,4
C003165,A,4,1,0,1,1,77.81,Regular,2
C003166,A,4,1,0,0,0,0.0,Regular,1
C003167,A,4,1,1,0,0,0.0,Regular,0
C003168,A,4,0,0,0,0,0.0,Regular,1
C003169,A,4,1,0,0,0,0.0,New,0
C003170,A,4,1,0,0,0,0.0,Regular,0
C003171,A,4,1,0,0,0,0.0,Regular,0
C003172,A,4,0,0,0,0,0.0,VIP,1
C003173,A,4,1,0,0,0,0.0,VIP,1
C003174,A,4,1,0,0,0,0.0,Regular,0
C003175,A,4,2,0,0,0,0.0,New,4
C003176,A,4,0,0,0,0,0.0,New,1
C003177,A,4,1,0,0,0,0.0,Regular,2
C003178,A,4,1,0,0,0,0.0,Regular,3
C003179,A,4,2,0,0,0,0.0,VIP,3
C003180,A,4,1,1,1,1,91.02,Regular,0
C003181,A,4,1,0,0,0,0.0,Regular,2
C003182,A,4,2,0,0,0,0.0,Regular,1
C003183,A,4,2,0,0,0,0.0,New,0
C003184,A,4,0,0,0,0,0.0,New,0
C003185,A,4,1,0,0,0,0.0,Regular,0
C003186,A,4,2,0,0,0,0.0,VIP,3
C003187,A,4,3,0,0,0,0.0,Regular,5
C003188,A,4,2,0,0,0,0.0,Regular,0
C003189,A,4,1,0,0,0,0.0,New,1
C003190,A,4,0,0,0,0,0.0,Regular,0
C003191,A,4,1,0,0,0,0.0,Regular,0
C003192,A,4,2,0,0,0,0.0,Regular,2
C003193,A,4,1,0,0,0,0.0,Regular,1
C003194,A,4,1,0,0,0,0.0,Regular,0
C003195,A,4,2,0,0,0,0.0,New,1
C003196,A,4,1,1,0,0,0.0,VIP,4
C003197,A,4,2,0,0,0,0.0,Regular,0
C003198,A,4,1,0,0,0,0.0,Regular,2
C003199,A,4,1,0,0,0,0.0,Regular,1
C003200,A,4,1,0,0,0,0.0,Regular,3
C003201,A,4,1,0,0,0,0.0,New,2
C003202,A,4,0,0,0,0,0.0,VIP,0
C003203,A,4,0,0,0,0,0.0,Regular,0
C003204,A,4,3,0,0,0,0.0,Regular,5
C003205,A,4,0,0,0,0,0.0,New,0
C003206,A,4,1,0,0,0,0.0,New,3
C003207,A,4,2,0,0,0,0.0,VIP,3
C003208,A,4,1,0,0,0,0.0,Regular,0
C003209,A,4,1,0,0,0,0.0,Regular,0
C003210,A,4,0,0,0,0,0.0,Regular,0
C003211,A,4,1,0,0,0,0.0,New,2
C003212,A,4,1,0,0,0,0.0,Regular,3
C003213,A,4,2,0,0,0,0.0,VIP,1
C003214,A,4,0,0,0,0,0.0,Regular,0
C003215,A,4,1,0,0,0,0.0,New,2
C003216,A,4,1,0,0,0,0.0,VIP,2
C003217,A,4,1,0,0,0,0.0,Regular,2
C003218,A,4,0,0,0,0,0.0,Regular,0
C003219,A,4,0,0,0,0,0.0,New,0
C003220,A,4,2,0,0,0,0.0,VIP,3
C003221,A,4,1,0,0,0,0.0,Regular,1
C003222,A,4,2,0,0,0,0.0,New,1
C003223,A,4,3,0,0,0,0.0,New,2
C003224,A,4,1,0,0,0,0.0,Regular,0
C003225,A,4,0,0,0,0,0.0,VIP,0
C003226,A,4,1,0,0,0,0.0,VIP,1
C003227,A,4,2,0,0,0,0.0,VIP,0
C003228,A,4,1,0,0,0,0.0,Regular,3
C003229,A,4,0,0,0,0,0.0,Regular,3
C003230,A,4,1,0,0,0,0.0,New,3
C003231,A,4,2,0,0,0,0.0,Regular,2
C003232,A,4,2,0,0,0,0.0,Regular,0
C003233,A,4,0,0,0,0,0.0,New,0
C003234,A,4,1,0,0,0,0.0,Regular,0
C003235,A,4,0,0,0,0,0.0,New,1
C003236,A,4,0,0,0,0,0.0,Regular,0
C003237,A,4,2,0,0,0,0.0,New,0
C003238,A,4,0,0,0,0,0.0,Regular,3
C003239,A,4,0,0,0,0,0.0,Regular,0
C003240,A,4,0,0,0,0,0.0,VIP,2
C003241,A,4,2,0,0,0,0.0,New,0
C003242,A,4,2,1,0,0,0.0,Regular,4
C003243,A,4,1,0,0,0,0.0,New,2
C003244,A,4,1,0,0,0,0.0,New,1
C003245,A,4,0,0,0,0,0.0,New,0
C003246,A,4,1,0,0,0,0.0,New,0
C003247,A,4,1,1,0,0,0.0,VIP,1
C003248,A,4,0,0,0,0,0.0,VIP,4
C003249,A,4,1,0,0,0,0.0,New,2
C003250,A,4,2,0,0,0,0.0,New,3
C003251,A,4,0,0,0,0,0.0,VIP,0
C003252,A,4,0,0,0,0,0.0,New,4
C003253,A,4,0,0,0,0,0.0,Regular,0
C003254,A,4,1,0,0,0,0.0,VIP,2
C003255,A,4,2,0,0,0,0.0,New,2
